   0.0000000000000000        9.9995461141917430E-002   0.0000000000000000        0.0000000000000000        9.5852238042315671E-003
   9999.9000000188480        9.9868811023274384E-002  -3.3393789142872171E-007  -3.9335074669682954E-008   1.0003787310849097E-002
   19999.899999989455        9.9708012284440511E-002  -2.1999663894199825E-007  -1.2334926777164557E-008   1.0428080027214320E-002
   29999.899999843936        9.9539868942901941E-002   1.3467685384982730E-008  -2.3072025065749220E-008   1.0854217415847764E-002
   39999.899999698420        9.9362797150801416E-002  -1.2003249353250060E-006  -1.0761614979111672E-007   1.1286383238805897E-002
   49999.899999552901        9.9169657404357472E-002   2.8755521957795417E-007  -3.0827651683892762E-008   1.1745512041986230E-002
   59999.899999407382        9.8963415407839345E-002  -5.3146405943731070E-007  -2.9436617576267091E-008   1.2212858542260861E-002
   69999.899999586647        9.8740893238576724E-002   2.9180978363849681E-008  -1.6054443045950427E-008   1.2714930617291750E-002
   79999.900000168724        9.8501545336318691E-002   4.2960510513496996E-007  -3.6351034403740018E-008   1.3244343381208102E-002
   89999.900000750800        9.8240271507899074E-002   5.6889535491444274E-007  -4.0889748835200125E-008   1.3794453123857445E-002
   99999.900001332877        9.7952823682678533E-002   6.9800149185334539E-007  -2.1316024584992914E-008   1.4394082669676277E-002
   109999.90000191495        9.7631632493971152E-002   7.7706816330599781E-007  -2.0860992680687765E-008   1.5066073083626119E-002
   119999.90000249703        9.7273260143838622E-002  -1.4898453494481973E-006  -1.1842282724678097E-007   1.5796762858875296E-002
   129999.90000307911        9.6865399261893539E-002  -3.0810411848266121E-007  -6.6209096915763224E-008   1.6582925950574538E-002
   139999.90000366117        9.6402109919097465E-002  -6.5076518803664456E-007  -1.0834015331864963E-007   1.7442906159626282E-002
   149999.90000424325        9.5855815680189749E-002   6.2544562202416392E-007  -1.8609994106509596E-008   1.8454761986088954E-002
   159999.90000482532        9.5182071987612818E-002   1.1659886773282910E-006  -4.2314218007377698E-008   1.9638842862278363E-002
   169999.90000540740        9.3796271394887540E-002  -1.0525067920819802E-006  -1.6402330418121770E-007   2.1051105706196623E-002
   179999.90000598948        9.1168211566638110E-002  -1.8997361064532504E-006  -2.8923569795326011E-007   2.2306203365712502E-002
   189999.90000657155        8.7804429381590068E-002  -4.0548671641240108E-007  -2.9886712231111151E-007   2.3309818322777221E-002
   199999.90000715363        8.4725841164366544E-002  -3.0018162379648069E-007  -2.2417513527870430E-007   2.4143457352868519E-002
   209999.90000773571        8.1326762630268792E-002  -1.2645101825234484E-006  -4.0687539613760815E-007   2.5209588085727239E-002
   219999.90000831778        7.7676940066190553E-002   4.8762870344361110E-007  -3.6974971930102251E-007   2.5924068860089050E-002
   229999.90000889986        7.4483745371220780E-002  -6.9660652942215994E-009  -3.2900907435143967E-007   2.6957618424553347E-002
   239999.90000948193        7.0730399820417900E-002  -2.4314536352698728E-007  -2.6424074520901119E-007   2.7880716983053409E-002
   249999.90001006401        6.7107972301776189E-002  -1.9815407717306140E-006  -4.6357192022582549E-007   2.8769718536747615E-002
   259999.90001064609        6.3274312543012648E-002  -7.3045684013062081E-007  -4.1575440312843480E-007   2.9652572935751645E-002
   269999.90000894177        5.9298881096843378E-002  -2.6499520520645996E-006  -4.5868488223999350E-007   3.0411196984019159E-002
   279999.90000661346        5.5598766112342581E-002  -3.6031293424755303E-007  -4.8165341754743600E-007   3.1334227276299961E-002
   289999.90000428515        5.2074878007271959E-002   5.0595721214203780E-007  -2.6596220046456016E-007   3.2327586708614957E-002
   299999.90000195685        4.8690478887421389E-002  -7.4613570600805494E-007  -3.7477398686105322E-007   3.3442428495045202E-002
   309999.89999962854        4.4719439921946963E-002   3.1416606274975695E-007  -4.1241826179224519E-007   3.4649698384477491E-002
   319999.89999730024        4.1243375365005143E-002  -5.4555143432582755E-007  -3.9715955838545010E-007   3.5649811157407688E-002
   329999.89999497193        3.7637385543432433E-002  -1.0525968667000801E-006  -4.0253063639451208E-007   3.7058796988766476E-002
   339999.89999264362        3.3947976953044134E-002  -4.8332687053711106E-007  -4.9375750728089027E-007   3.8522651330837793E-002
   349999.89999031532        3.0450210431811859E-002  -1.1178231732169133E-006  -4.2119155534815829E-007   3.9740009379580332E-002
   359999.89998798701        2.7638024377579760E-002  -2.4124074279223309E-007  -3.3710179960687437E-007   4.2214089634206656E-002
   369999.89998565870        2.3623090982647185E-002   3.3513926262834121E-006  -2.1230556766696387E-007   4.4167860347768553E-002
   379999.89998333040        2.0246495101514324E-002  -4.3750331965055377E-007  -4.7150273076775824E-007   4.6536569206815218E-002
   389999.89998100209        1.6615359367517492E-002  -3.9651957198217561E-007  -5.9123441419030708E-007   4.9858475225522093E-002
   399999.89997867378        1.2844752412859562E-002  -1.7737614539631232E-006  -3.9457175048188293E-007   5.3100398232662653E-002
