   0.0000000000000000        4.9997731138302220E-002   2.2281177053798710E-004
   99.899999999998599        4.9997754634855264E-002   2.2280343724250833E-004
   199.89999999999293        4.9997777514876898E-002   2.2281324634548669E-004
   299.89999999999969        4.9997800244411285E-002   2.2283084650849433E-004
   399.90000000002243        4.9997822626297921E-002   2.2285965183362953E-004
   499.90000000004517        4.9997844043813418E-002   2.2291219612350028E-004
   599.90000000006785        4.9997864238273355E-002   2.2299436095455760E-004
   699.90000000009059        4.9997883640074736E-002   2.2309785610858236E-004
   799.90000000011332        4.9997902841174884E-002   2.2321036243806754E-004
   899.90000000013606        4.9997921865905078E-002   2.2333072678706962E-004
   999.90000000015880        4.9997940138049000E-002   2.2347043563681986E-004
   1099.9000000000951        4.9997957201521954E-002   2.2363927263803046E-004
   1199.9000000000042        4.9997973290830798E-002   2.2383305842584727E-004
   1299.8999999999132        4.9997989056857518E-002   2.2403853600545600E-004
   1399.8999999998223        4.9998004762225497E-002   2.2424972521329300E-004
   1499.8999999997313        4.9998019958739828E-002   2.2447527572331939E-004
   1599.8999999996404        4.9998034039249711E-002   2.2472782368330635E-004
   1699.8999999995494        4.9998046991280694E-002   2.2500830374830812E-004
   1799.8999999994585        4.9998059433972661E-002   2.2530437531324290E-004
   1899.8999999993675        4.9998071858226328E-002   2.2560555187194312E-004
   1999.8999999992766        4.9998084014161094E-002   2.2591626182473715E-004
   2099.8999999991856        4.9998095222461902E-002   2.2625036393567028E-004
   2199.8999999990947        4.9998105214939872E-002   2.2661398437643794E-004
   2299.8999999990037        4.9998114486967934E-002   2.2699754687408361E-004
   2399.8999999989128        4.9998123688635702E-002   2.2738749368740794E-004
   2499.8999999988218        4.9998132821885123E-002   2.2778306257278898E-004
   2599.8999999987309        4.9998141234426356E-002   2.2819726965936837E-004
   2699.8999999986399        4.9998148425742420E-002   2.2864086009336177E-004
   2799.8999999985490        4.9998154684285354E-002   2.2910863996678652E-004
   2899.8999999984580        4.9998160740421425E-002   2.2958569713164818E-004
   2999.8999999983671        4.9998166861378798E-002   2.3006587660915614E-004
   3099.8999999982761        4.9998172521163266E-002   2.3055938029255832E-004
   3199.8999999981852        4.9998177046168844E-002   2.3108026284758204E-004
   3299.8999999980942        4.9998180463124056E-002   2.3162876079752171E-004
   3399.8999999980033        4.9998183480623674E-002   2.3219068134378259E-004
   3499.8999999979123        4.9998186612257418E-002   2.3275498953535356E-004
   3599.8999999978214        4.9998189534947377E-002   2.3332754298747884E-004
   3699.8999999977304        4.9998191485230534E-002   2.3392394196713727E-004
   3799.8999999976395        4.9998192220171607E-002   2.3454992988283902E-004
   3899.8999999975485        4.9998192333480150E-002   2.3519392016751290E-004
   3999.8999999974576        4.9998192522374016E-002   2.3584131162719828E-004
   4099.8999999973839        4.9998192711608914E-002   2.3649281122412860E-004
   4199.8999999977477        4.9998192143132968E-002   2.3716366782197196E-004
   4299.8999999981115        4.9998190334948671E-002   2.3786438823967650E-004
   4399.8999999984753        4.9998187692442707E-002   2.3858739674628579E-004
   4499.8999999988391        4.9998185005790299E-002   2.3931642878671479E-004
   4599.8999999992029        4.9998182462623497E-002   2.4004687525826815E-004
   4699.8999999995667        4.9998179414230862E-002   2.4079147291587374E-004
   4799.8999999999305        4.9998175185190182E-002   2.4156446851530028E-004
